tfidf,fecha,titulo,link
0.6137056388801094,13/01/2017,Alejandro Guillier reivindica la política de los acuerdos,http://www.latercera.com/noticia/alejandro-guillier-reivindica-la-politica-los-acuerdos/
2,14/01/2017,Cinco claves   sobre el fin de la política de los “pies secos, pies mojados”,http://www.latercera.com/noticia/cinco-claves-fin-la-politica-los-pies-secos-pies-mojados/
2.8109302162163288,24/10/2016,El día después de las municipales: DC congela relación política con La Moneda,http://www.latercera.com/noticia/dia-despues-las-municipales-dc-congela-relacion-politica-la-moneda/
3.386294361119891,04/12/2016,Nicolás Eyzaguirre: “No me veo en la política después de este gobierno”,http://www.latercera.com/noticia/nicolas-eyzaguirre-no-me-veo-la-politica-despues-este-gobierno/
3.83258146374831,02/11/2016,Gobierno y NM alistan acuerdo de “nuevo trato” para descongelar relación política,http://www.latercera.com/noticia/gobierno-nm-alistan-acuerdo-nuevo-trato-descongelar-relacion-politica/
4.19722457733622,15/01/2017,Larraín responde a dichos de Ossandón: “No podemos seguir rebajando la política”,http://www.latercera.com/noticia/larrain-responde-dichos-ossandon-no-podemos-seguir-rebajando-la-politica/
3.6945957207744073,23/09/2016,La tecno campaña política,http://www.latercera.com/noticia/la-tecno-campana-politica/
66.50272297393933,23/09/2016,La tecno campaña política,http://www.latercera.com/noticia/la-tecno-campana-politica/
